Country,Subset,ShortenedQuestion,ShortName,Answer,Percentage
Netherlands,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,25
Netherlands,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,47
Netherlands,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,29
Netherlands,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,32
Netherlands,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,55
Netherlands,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,13
Poland,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,36
Poland,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,56
Poland,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,8
Poland,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,23
Poland,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,69
Poland,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,8
Poland,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,32
Poland,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,59
Poland,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,9
Poland,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,25
Poland,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,62
Poland,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,13
Poland,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,34
Poland,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,57
Poland,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,8
Portugal,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,44
Portugal,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,45
Portugal,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,11
Portugal,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,41
Portugal,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,48
Portugal,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,11
Portugal,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,47
Portugal,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,45
Portugal,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,8
Portugal,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,37
Portugal,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,49
Portugal,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,14
Portugal,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,40
Portugal,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,53
Portugal,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,7
Romania,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,35
Romania,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,42
Romania,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,22
Romania,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,30
Romania,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,57
Romania,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,13
Romania,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,37
Romania,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,47
Romania,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,16
Romania,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,31
Romania,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,53
Romania,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,16
Romania,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,39
Romania,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,41
Romania,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,20
Sweden,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,48
Sweden,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,34
Sweden,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,18
Sweden,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,52
Sweden,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,36
Sweden,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,13
Sweden,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,47
Sweden,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,37
Sweden,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,16
Sweden,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,55
Sweden,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,29
Sweden,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,16
Sweden,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,55
Sweden,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,32
Sweden,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,13
Slovenia,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,42
Slovenia,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,38
Slovenia,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,20
Slovenia,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,41
Slovenia,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,45
Slovenia,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,13
Slovenia,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,42
Slovenia,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,48
Slovenia,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,9
Slovenia,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,37
Slovenia,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,53
Slovenia,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,11
Slovenia,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,55
Slovenia,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,34
Slovenia,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,10
Slovakia,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,61
Slovakia,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,28
Slovakia,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,10
Slovakia,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,38
Slovakia,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,48
Slovakia,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,14
Slovakia,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,58
Slovakia,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,28
Slovakia,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,14
Slovakia,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,33
Slovakia,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,57
Slovakia,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,10
Slovakia,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,50
Slovakia,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,31
Slovakia,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,18
United Kingdom,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,41
United Kingdom,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,50
United Kingdom,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,10
United Kingdom,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,37
United Kingdom,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,51
United Kingdom,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,12
United Kingdom,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,36
United Kingdom,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,56
United Kingdom,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,8
United Kingdom,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,35
United Kingdom,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,55
United Kingdom,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,10
United Kingdom,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,40
United Kingdom,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,53
United Kingdom,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,6
Average,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,33
Average,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,57
Average,Lesbian,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,10
Average,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,29
Average,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,60
Average,Gay,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,12
Average,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,30
Average,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,59
Average,Bisexual women,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,10
Average,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,28
Average,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,58
Average,Bisexual men,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,14
Average,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Yes,34
Average,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),No,55
Average,Transgender,Are there programs/awareness campaigns addressing transgender discrimination?,Awareness Campaigns (Transgender),Don`t know,10
Austria,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,66
Austria,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,29
Austria,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,5
Austria,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,63
Austria,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,30
Austria,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,7
Austria,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,70
Austria,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,25
Austria,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,5
Austria,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,57
Austria,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,32
Austria,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,11
Austria,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,60
Austria,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,31
Austria,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,9
Belgium,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,59
Belgium,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,26
Belgium,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,14
Belgium,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,62
Belgium,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,25
Belgium,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,12
Belgium,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,55
Belgium,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,31
Belgium,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,14
Belgium,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,58
Belgium,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,27
Belgium,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,14
Belgium,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,61
Belgium,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,22
Belgium,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,17
Bulgaria,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,24
Bulgaria,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,52
Bulgaria,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,24
Bulgaria,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,35
Bulgaria,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,53
Bulgaria,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,12
Bulgaria,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,27
Bulgaria,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,58
Bulgaria,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,15
Bulgaria,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,35
Bulgaria,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,45
Bulgaria,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,19
Bulgaria,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,37
Bulgaria,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,48
Bulgaria,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,15
Cyprus,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,54
Cyprus,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,20
Cyprus,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,27
Cyprus,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,51
Cyprus,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,37
Cyprus,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,12
Cyprus,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,:
Cyprus,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,:
Cyprus,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,:
Cyprus,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,:
Cyprus,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,:
Cyprus,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,:
Cyprus,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,60
Cyprus,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,32
Cyprus,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,8
Czech Republic,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,42
Czech Republic,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,41
Czech Republic,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,16
Czech Republic,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,41
Czech Republic,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,41
Czech Republic,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,17
Czech Republic,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,43
Czech Republic,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,44
Czech Republic,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,13
Czech Republic,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,47
Czech Republic,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,39
Czech Republic,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,14
Czech Republic,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,49
Czech Republic,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,38
Czech Republic,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,14
Germany,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,52
Germany,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,41
Germany,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,7
Germany,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,47
Germany,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,44
Germany,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,9
Germany,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,54
Germany,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,40
Germany,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,6
Germany,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,43
Germany,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,46
Germany,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,11
Germany,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,54
Germany,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,37
Germany,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,9
Denmark,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,54
Denmark,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,31
Denmark,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,15
Denmark,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,57
Denmark,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,31
Denmark,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,12
Denmark,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,46
Denmark,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,37
Denmark,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,17
Denmark,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,58
Denmark,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,27
Denmark,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,15
Denmark,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,64
Denmark,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,24
Denmark,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,12
Estonia,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,54
Estonia,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,32
Estonia,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,14
Estonia,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,58
Estonia,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,29
Estonia,Gay,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,14
Estonia,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,72
Estonia,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,13
Estonia,Bisexual women,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,15
Estonia,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,45
Estonia,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,45
Estonia,Bisexual men,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,10
Estonia,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,71
Estonia,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,17
Estonia,Transgender,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,12
Greece,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Yes,58
Greece,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),No,32
Greece,Lesbian,Are there programs/awareness campaigns addressing gender discrimination?,Awareness Campaigns (Gender),Don`t know,10
